cnes,CNES,IBGE,municipio,NOME FANTASIA,logradouro,NUMERO,BAIRRO,CEP,TP_UNID,tipo_unidade,lat,lon
6513093,6513093,420130,Araquari,Clinica De Fisioterapia E Saude Do Trabalho Vitalite,Rua Rocha Coutinho,150,Centro,89245000,36,Clinica/Centro De Especialidade  ,-26.3689125,-48.7226497
6507506,6507506,420460,Criciúma,Secretaria Municipal De Saude De Criciuma,Rua Domenico Sônego,542,Santa Barbara,88804050,68,Central De Gestao Em Saude  ,-28.6897857,-49.3803703475971
6511562,6511562,420460,Criciúma,Clinica De Olhos Antonelli Consultorio,Rua Antônio de Lucca,165,Pio Correa,88811503,36,Clinica/Centro De Especialidade  ,-28.6761693,-49.3648112
6500420,6500420,421630,São João Batista,Ambulatorio Monsenhor Jose Locks,Rua Presidente Costa e Silva,66,Centro,88240000,5,Hospital Geral  ,-27.277718,-48.8473097
6496490,6496490,420820,Itajaí,Simone Silva E Lima Schleder,Rua Hercílio Luz,498,Centro,88301000,22,Consultorio Isolado  ,-26.9111564,-48.6603307
6503187,6503187,420820,Itajaí,Wippel Telles Servicos Medicos,Avenida Coronel Marcos Konder,1313,Centro,88301303,22,Consultorio Isolado  ,-26.912603,-48.658966036205285
6492525,6492525,421150,Nova Trento,Unidade Sanitaria Do Bairro Pitanga,Aguti,S/N,Pitanga,88270000,1,Posto De Saude  ,-27.3118156,-49.1071065
6562566,6562566,420390,Capinzal,Claudio Kiyoshi Kroda,Rua Aparicio Ribeiro,107,Centro,89665000,22,Consultorio Isolado  ,-27.3455393,-51.6110873
6561551,6561551,421400,Presidente Getúlio,Escola Flor Da Esperanca,Rua Henrique Fuerbringer,763,Centro,89150000,36,Clinica/Centro De Especialidade  ,-27.0415842,-49.6193899
6549691,6549691,420910,Joinville,Edgard Vitor Huscher,Rua Abdon Batista,121,Centro,89201010,22,Consultorio Isolado  ,-26.30549,-48.8439211
6568823,6568823,420765,Iporã do Oeste,Consultorio Odontologico,Rua Sete de Setembro,1060,Centro,89899000,22,Consultorio Isolado  ,-26.9884438,-53.5390003
6390722,6390722,421060,Massaranduba,Massaranduba Secretaria Municipal De Saude,Rua 11 de Novembro,2997,Centro,89108000,68,Central De Gestao Em Saude  ,-26.6195209,-49.0097268
6567045,6567045,420070,Alfredo Wagner,Secretaria Municipal De Saude De Alfredo Wagner,Rua Praça da Bandeira,01,Centro,88450000,68,Central De Gestao Em Saude  ,-27.7013215,-49.3345533
6548539,6548539,420460,Criciúma,L P D Pierre Fauchard,Rua Conselheiro João Zanette,90,Centro,88801050,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-28.678927,-49.3692675
6560180,6560180,420460,Criciúma,La Femme Fisioterapia,Rua Vidal Ramos,184,Pio Correa,88811525,36,Clinica/Centro De Especialidade  ,-28.6777624,-49.3612901
6560768,6560768,420890,Jaraguá do Sul,Qualicardio Cardiologia Pediatrica,Rua Guilherme Weege,50,Centro,89251610,22,Consultorio Isolado  ,-26.4886386,-49.08226187680469
6551165,6551165,421480,Rio do Sul,Ceo Centro De Especialidades Odontologicas,Rua Tuiuti,154,Centro,89160045,36,Clinica/Centro De Especialidade  ,-27.21911245,-49.64420439293478
6572537,6572537,420900,Joaçaba,Clinica De Pediatria Dra Angela Frares Ss Ltda,Rua Barão do Rio Branco,104,Centro,89600000,22,Consultorio Isolado  ,-27.1737204,-51.5065214
6680267,6680267,420540,Florianópolis,Clinica Simi,Avenida Almirante Tamandaré,94,Coqueiros,88080160,22,Consultorio Isolado  ,-27.6304800037,-48.549
6672450,6672450,421480,Rio do Sul,Blademir Elvis Hoeller,Rua Tuiuti,118,Centro,89160045,22,Consultorio Isolado  ,-27.214,-49.6436072194
6678939,6678939,421580,São Bento do Sul,Centro Escola De Terapia Holistica De Sao Bento Do Sul,Rua Juruema,70,Progresso,89281072,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.2390859,-49.3696013
6680631,6680631,420750,Indaial,Vitta Clinica De Especialidades,Rua Marechal Floriano Peixoto,323,Centro,89080063,22,Consultorio Isolado  ,-26.8985133,-49.2308707
6683134,6683134,421720,São Miguel do Oeste,Hospital Regional Terezinha Gaio Basso,Rua São Cristóvão,335,Sao Gotardo,89900000,5,Hospital Geral  ,-26.73319145,-53.5029887542881
6667937,6667937,420460,Criciúma,Cardioday Clinica Cardiologica,Rua Antônio de Lucca,165,Pio Correa,88811503,36,Clinica/Centro De Especialidade  ,-28.6761693,-49.3648112
6683045,6683045,420420,Chapecó,Consultorio De Psicologia,Rua Nicácio Portela Diniz,75,Centro,89802400,22,Consultorio Isolado  ,-27.1050654,-52.6120102
6687210,6687210,420420,Chapecó,Juliana Perizzolo,Rua Barão do Rio Branco - E,244,Centro,89802100,22,Consultorio Isolado  ,-27.1018493,-52.6100444
6674518,6674518,421870,Tubarão,Ubs Sao Clemente Domingos Ramos Teixeira,Rua Megalvio Carlos Mussi,S/N,Sao Clemente,88706093,2,Centro De Saude/Unidade Basica  ,-28.4958416,-48.984013
6689132,6689132,420540,Florianópolis,Santa Clara Odontologia,Rua Presidente Nereu Ramos,69,Centro,88015010,36,Clinica/Centro De Especialidade  ,-27.5944423,-48.5503839
6546498,6546498,420215,Belmonte,Secretaria Municipal De Saude De Belmonte,Rua Jesus de Baitaca,145,Centro,89925000,68,Central De Gestao Em Saude  ,-26.8478467,-53.5792286
6557007,6557007,420820,Itajaí,Laboratorio Sao Lucas,Rua Hercílio Luz,110,Centro,88301000,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.9112538,-48.6545262
6541666,6541666,421630,São João Batista,Secretaria Municipal De Saude,Rua Gilson Geraldo Sartori,411,Centro,88240000,68,Central De Gestao Em Saude  ,-27.2720379,-48.8561351
6516173,6516173,420490,Descanso,Secretaria Municipal De Saude De Descanso,Rua José Bonifácio,215,Centro,89910000,68,Central De Gestao Em Saude  ,-26.8263213,-53.5013145
6558682,6558682,421720,São Miguel do Oeste,Laboratorio Beto Ltda Me,Rua Duque de Caxias,572,Centro,89900000,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.735218,-53.5170562
6544428,6544428,421900,Urussanga,Tatiana Valquiria De Lorenzi Cancelier Da Luz,Rua Vidal Ramos,170,Centro,88840000,22,Consultorio Isolado  ,-28.5236536,-49.3225789
6561764,6561764,420550,Fraiburgo,Consultorio Odontologico Rosecler Floriani Gerlach,Rua Padre Biagio Simonetti,515,Centro,89580000,22,Consultorio Isolado  ,-27.0214808,-50.9243385
6562310,6562310,420550,Fraiburgo,Caps I,Rodovia Sc 456 Km 39,S/N,Liberata,89580000,70,Centro De Atencao Psicossocial  ,-27.023288,-50.919978
6554911,6554911,420580,Garuva,Frank Diogo Totoli,Avenida Celso Ramos,1177,Centro,89248000,22,Consultorio Isolado  ,-26.0429461,-48.8558486
6563465,6563465,421790,Tangará,Bioclinica,Rua Francisco Nardi,940,Centro,89642000,22,Consultorio Isolado  ,-27.1030693,-51.2434973
6561063,6561063,420360,Campos Novos,C S K Servicos Medicos Ltda,Cel Farrapos 4 Andar Sala 404,408,Centro,89620000,22,Consultorio Isolado  ,-27.3962904,-51.2224397
6560032,6560032,420540,Florianópolis,Biocentro Consultorios,Rua Lauro Linhares,2123,Trindade,88036003,22,Consultorio Isolado  ,-27.5903218,-48.5218346
6560679,6560679,420900,Joaçaba,Rodrigo Cecconello,Avenida Quinze de Novembro,371,Centro,89600000,22,Consultorio Isolado  ,-27.1732225,-51.5039545
6655858,6655858,420820,Itajaí,Coe Centro De Odontologia Especializada,Rua Lauro Muller,760,Fazenda,88301401,22,Consultorio Isolado  ,-26.9112538,-48.6545262
6676405,6676405,420540,Florianópolis,Safe Cirurgico,Rua Crispim Mira,359,Centro,88020540,62,Hospital/Dia - Isolado  ,-27.5919815,-48.543182
6678645,6678645,421720,São Miguel do Oeste,Clinica Psicologica La Persona Ltda,Rua Dr Jose Garrido Yane,109,Centro,89900000,22,Consultorio Isolado  ,-26.7278977,-53.5176689
6673643,6673643,420910,Joinville,Simone Lissner,Rua Abdon Batista,330,Centro,89201010,22,Consultorio Isolado  ,-26.3020828,-48.845622
6680712,6680712,420970,Lebon Régis,Centro De Fisioterapia,Rua Nicolau Spautz,149,Centro,89515000,36,Clinica/Centro De Especialidade  ,-26.9352691,-50.6903554
6681158,6681158,421580,São Bento do Sul,Quadros Odontologia Especializada,Rua Manoel Tavares,44,Centro,89280166,22,Consultorio Isolado  ,-26.2476604,-49.384584
6681530,6681530,421580,São Bento do Sul,Liliam Viola Ampuero,Rua Manoel Tavares,235,Centro,89280166,22,Consultorio Isolado  ,-26.2476604,-49.384584
6680275,6680275,420290,Brusque,Sintricomb,Rua Francisco Cervi,39,Centro Ii,88353030,22,Consultorio Isolado  ,-27.1025885,-48.9130398
6708110,6708110,420480,Curitibanos,Jucoskimed,Rua Altino Gonçalves de Farias,1832,Centro,89520000,22,Consultorio Isolado  ,-27.2894968,-50.5830686
6717640,6717640,420540,Florianópolis,Florianopolis Odontologia,Rua José Jacques,177,Centro,88020080,36,Clinica/Centro De Especialidade  ,-27.597,-48.551031086
6716059,6716059,421620,São Francisco do Sul,Reabilitar Fisioterapia,Rua Joinville,31,Rocio Grande,89240000,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.2648837,-48.6400095
6716881,6716881,420420,Chapecó,Consultorio De Fisioterapia,Avenida Porto Alegre - D,120,Centro,89802130,22,Consultorio Isolado  ,-27.10665,-52.6177578181929
6716431,6716431,420910,Joinville,Edgar Tavora Neto,Rua Porto União,808,Anita Garibaldi,89203460,22,Consultorio Isolado  ,-26.3152076,-48.853266
6717500,6717500,420910,Joinville,Fono Cia,Alameda Rolf Colin,200,America,89204070,36,Clinica/Centro De Especialidade  ,-26.293043,-48.84598531166032
6722555,6722555,420420,Chapecó,Arte E Face Centro Avancado De Cirurgia Implantodontia E,Rua Mato Grosso - D,105,Jardim Italia,89802270,22,Consultorio Isolado  ,-27.097800009,-52.6159780736
6707815,6707815,420460,Criciúma,Levve Ortopedia Ltda,Rua Augusto dos Anjos,158,Pio Correa,88811560,36,Clinica/Centro De Especialidade  ,-28.6749082,-49.3603405
6707890,6707890,420460,Criciúma,Urc Usg,Rua Antônio de Lucca,100,Centro,88811503,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-28.6761693,-49.3648112
6716024,6716024,420460,Criciúma,De Luca Ferraz,Rua Coronel Pedro Benedet,505,Centro,88801250,22,Consultorio Isolado  ,-28.6759874636,-49.3664186287
6704360,6704360,420820,Itajaí,Jamil Saleh Junior,Rua Hercílio Luz,446,Cidade Nova,88301000,22,Consultorio Isolado  ,-26.920027,-48.6937765
6720315,6720315,420820,Itajaí,Dudente,Rua Tijucas,147,Centro,88301360,22,Consultorio Isolado  ,-26.9042493,-48.664795
6719678,6719678,420890,Jaraguá do Sul,Clinica Jaraguaense Dermato Otorrinolaringologia,Rua Arthur Gumz,430,Vila Nova,89259340,22,Consultorio Isolado  ,-26.4984879,-49.08471473173908
6710808,6710808,421130,Navegantes,Clinamed,Rua Advogado Arão Rebelo,34,Centro,88370382,22,Consultorio Isolado  ,-26.8949403,-48.6513716
9274359,9274359,421010,Mafra,Valeria De Oliveira Dias Eisenberg Pires,Rua Marechal Floriano Peixoto,681,Centro,89300168,22,Consultorio Isolado  ,-26.1111425,-49.8034258
9304754,9304754,421620,São Francisco do Sul,Med Trab Consultoria Em Medicina Do Trabalho,Avenida Doutor Nereu Ramos,557,Rocio Grande,89240000,22,Consultorio Isolado  ,-26.2703521,-48.6409373
7671768,7671768,420080,Anchieta,Pronto Atendimento 24 Horas Municipal De Anchieta,Rua Guilherme Wildner,879,Centro,89970000,73,Pronto Atendimento  ,-26.5375827,-53.3344271
7671792,7671792,421360,Porto União,Unidade Sanitaria Jardim Bela Vista,Rua Alemanha,01,Jardim Bela Vista,89400000,2,Centro De Saude/Unidade Basica  ,-26.2699663,-51.0728369
9287086,9287086,421620,São Francisco do Sul,Clinica Renata Martins,Avenida Doutor Nereu Ramos,474,Rocio Grande,89240000,22,Consultorio Isolado  ,-26.2703521,-48.6409373
7671806,7671806,421360,Porto União,Cosultorio De Psicologia Vanessa Geana Suchevicz,Rua Padre Anchieta,145,Centro,89400000,22,Consultorio Isolado  ,-26.2371538,-51.0832927
9302239,9302239,421870,Tubarão,Mario Durli Servicos De Ginecologia,Rua Aldomar Cardoso,243,Passagem,88705601,22,Consultorio Isolado  ,-28.4723848,-48.9896215
9303979,9303979,421350,Porto Belo,Central De Regulacao Municipal De Porto Belo,Rua Félix Walendowsky,321,Pereque,88210000,81,Central De Regulacao Do Acesso  ,-27.1556994,-48.5789466
7670265,7670265,420420,Chapecó,Santos Prime Odontologia,Rua Barão do Rio Branco - E,370,Centro,89802100,22,Consultorio Isolado  ,-27.1036155,-52.6184516
7668988,7668988,420420,Chapecó,Felipe Da Silva,Rua Borges de Medeiros - D,1087,Santa Maria,89812228,22,Consultorio Isolado  ,-27.1148562,-52.6034184
7553161,7553161,420890,Jaraguá do Sul,Via Vital,Rua Doutor Waldemiro Mazurechen,67,Centro,89251830,22,Consultorio Isolado  ,-26.486,-49.0681060949
9296913,9296913,420240,Blumenau,Unikinder,Rua Berta Odebrecht,66,Garcia,89020430,36,Clinica/Centro De Especialidade  ,-26.9299473,-49.0548711
9297642,9297642,420240,Blumenau,Clinica Nlg,Rua Floriano Peixoto,300,Centro,89010500,36,Clinica/Centro De Especialidade  ,-26.9235933,-49.0644452
7672209,7672209,421950,Xanxerê,Cordinterv Clinica Medica,Rua José Bonifácio,235,Centro,89820000,22,Consultorio Isolado  ,-26.8833637,-52.4073884
9303804,9303804,421480,Rio do Sul,Stringari Coppi Clinica Medica,Rua Humaitá,19,Eugenio Schneider,89167000,36,Clinica/Centro De Especialidade  ,-27.21902015,-49.64291370895883
9303863,9303863,420910,Joinville,Uroclin Fisioterapia Uropediatrica,Rua Lages,735,America,89204010,22,Consultorio Isolado  ,-26.2969847,-48.850969
7674341,7674341,420390,Capinzal,Ametra Engenharia Seguranca E Saude Do Trabalho,Rua Xv De Novembro,205,Centro,89665000,22,Consultorio Isolado  ,-27.3440651,-51.6110403
7695578,7695578,421650,São Joaquim,Cia Da Saude,Rua Manoel Joaquim Pinto,151,Centro,88600000,22,Consultorio Isolado  ,-28.2941111,-49.9323112
7876548,7876548,420910,Joinville,Demelise Demczuk,Rua Blumenau,314,America,89204248,22,Consultorio Isolado  ,-26.297489,-48.8500293
7709951,7709951,421640,São João do Sul,Academia Da Saude,Rua Virgílio Borba,26,Centro,88970000,74,Polo Academia Da Saude  ,-29.2256551,-49.8091672
9710914,9710914,420240,Blumenau,Reichert Psicologia,Rua Floriano Peixoto,55,Centro,89010500,22,Consultorio Isolado  ,-26.9221173,-49.063359
9711570,9711570,420395,Capivari de Baixo,Fonaldiologia Dra Graciele Pessoa,Alverino Jose Dandoline,303,Santo Andre,88745000,22,Consultorio Isolado  ,-28.449773,-48.963144
9695710,9695710,421320,Pomerode,Rfcc Rede Feminina De Combate Ao Cancer De Pomerode,Rua Hermann Weege,1019,Centro,89107000,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.73056135,-49.172157750490335
7672802,7672802,420260,Bom Retiro,Vanessa Bianchi,Rua Frontino Vieira de Souza,S/N,Centro,88680000,22,Consultorio Isolado  ,-27.7991528,-49.4877064
9435069,9435069,420010,Abelardo Luz,Central De Regulacao Ambulatorial De Abelardo Luz,Agripino Vargas,303,Parque De Exposicoes,89830000,81,Central De Regulacao Do Acesso  ,-26.5705893,-52.3280339
9761330,9761330,421620,São Francisco do Sul,Tia Juli Vacinas,Rua Roberto Armando Hartmann Robaina,114,Rocio Grande,89240000,22,Consultorio Isolado  ,-26.2539587,-48.6427639
3526763,3526763,420240,Blumenau,Clinica Delorenzo Ltda,Rua Berta Odebrecht,66,Garcia,89020430,22,Consultorio Isolado  ,-26.9299473,-49.0548711
9737154,9737154,420830,Itapema,Ativa Mente Psicologia,Rua 246,606,Meia Praia,88220000,22,Consultorio Isolado  ,-27.1323918,-48.609308
7669127,7669127,421870,Tubarão,Lpg Clinica Medica,Rua Cândido Cesar Freire Leão,333,Vila Moema,88705040,22,Consultorio Isolado  ,-28.4826313,-48.9985971
9677089,9677089,420540,Florianópolis,Laboratorio Sao Geronimo Filial,Praça Quinze de Novembro,170,Centro,88010400,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-27.5924642,-48.551293
9612637,9612637,421510,Rodeio,Rede De Frios Rodeio,Giaomo Furlani,450,Centro,89136000,2,Centro De Saude/Unidade Basica  ,-26.9233304,-49.3685354
9677607,9677607,421870,Tubarão,Marcelo Do Amaral Ferreira,Rua São João,902,Humaita,88704100,22,Consultorio Isolado  ,-28.4762456,-49.0086629
7704070,7704070,420240,Blumenau,Thiago Wuensch,Rua Guilherme Scharf,3466,Fidelis,89060000,22,Consultorio Isolado  ,-26.8469684,-49.07631
7712332,7712332,420140,Araranguá,Gabinete Optometrico,Rua Amaro José Pereira,1860,Coloninha,88906744,22,Consultorio Isolado  ,-28.9378874,-49.4700695
9556621,9556621,420240,Blumenau,Daiane Antunes Souza,Rua 15 de Novembro,534,Centro,89010001,22,Consultorio Isolado  ,-26.921588900000003,-49.06229265
9624708,9624708,420540,Florianópolis,Enfemed Servicos Medicos Ss Ltda,Rua Joaquim Carneiro,144,Capoeiras,88085120,77,Servico De Atencao Domiciliar Isolado (Home Care)  ,-27.5965932,-48.5931611
9622098,9622098,420820,Itajaí,Rafael Baldissera Clinica Odontologica,Rua Brusque,721,Centro,88302001,22,Consultorio Isolado  ,-26.9117927,-48.6660527
9618457,9618457,420930,Lages,Ak Servicos Medicos Ltda,Rua Jerônimo Coelho,158,Centro,88501260,22,Consultorio Isolado  ,-27.8217904,-50.334347
7576196,7576196,421580,São Bento do Sul,Oliveira E Silva Pediatria Ltda Me,Rua Estevão Buschle,106,25 De Julho,89290207,22,Consultorio Isolado  ,-26.2607922,-49.3794555
9713557,9713557,420930,Lages,Silva Servicos Medicos Ltda,Rua Marechal Deodoro,700,Centro,88501003,22,Consultorio Isolado  ,-27.8158199957,-50.326
9734481,9734481,420240,Blumenau,Francine Doty Campoy,Rua Doutor Luiz de Freitas Melro,181,Jardim Blumenau,89010310,22,Consultorio Isolado  ,-26.9250131,-49.06161415
2551616,2551616,420490,Descanso,Airton Oliveira Pacheco,Rua Martin Piaseski,420,Centro,89910000,36,Clinica/Centro De Especialidade  ,-26.8268782,-53.5028633
9419888,9419888,421105,Monte Carlo,Consultorio Odontologico Dietmar Schulte Frederico,Rua Roberto Dick,75,Centro,89618000,22,Consultorio Isolado  ,-27.2195562,-50.9786694
9423346,9423346,420070,Alfredo Wagner,San Antonio Servicos Medicos,Rua Anitápolis,320,Centro,88450000,36,Clinica/Centro De Especialidade  ,-27.703451,-49.3340023
9425942,9425942,420540,Florianópolis,Nutri Claudia,Rua Santa Luzia,100,Trindade,88036540,22,Consultorio Isolado  ,-27.59321275,-48.5194446889609
9465367,9465367,421870,Tubarão,Instituto Unimed Sc Filial Tubarao,Avenida Marcolino Martins Cabral,2300,Aeroporto,88705002,22,Consultorio Isolado  ,-28.4741187,-48.9926106
9428895,9428895,420290,Brusque,Laboratorio De Analises Clinicas Verner Willrich Salutar,Avenida Augusto Bauer,240,Jardim Maluche,88354040,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-27.1044323,-48.9240671
9394923,9394923,420540,Florianópolis,Centro De Pesquisa Clinica E Ensino Florianopolis,Rua Doutor Frederico Rolla,63,Centro,88010210,36,Clinica/Centro De Especialidade  ,-27.6012164,-48.5458178
7590148,7590148,420910,Joinville,Allegro Saude Oral,Rua Inácio Bastos,726,Bucarein,89202406,36,Clinica/Centro De Especialidade  ,-26.3162351,-48.8376749
7585764,7585764,420910,Joinville,Nsj Nucleo Socioterapeutico Joinville,Rua Waldemiro José Borges,2055,Itinga,89235150,36,Clinica/Centro De Especialidade  ,-26.36942045,-48.832375850000005
7588658,7588658,421500,Rio Negrinho,Nutri Clinn Clinica De Nutricao E Saude,Rua Maria Scholz,93,Centro,89295000,22,Consultorio Isolado  ,-26.2546928,-49.5165214
7590571,7590571,420210,Barra Velha,Apae Associacao De Pais E Amigos Dos Excepcionais De Bv,Rua José Raimundo Ramos,180,Sao Cristovao,88390000,36,Clinica/Centro De Especialidade  ,-26.6498043,-48.7028491
9376178,9376178,420540,Florianópolis,Cec Centro De Especialidades Clinicas,Rua Santos Dumont,182,Centro,88015020,4,Policlinica  ,-27.5945445,-48.54961902550649
9512810,9512810,420910,Joinville,Med Imagem,Rua Xavier Arp,330,Boa Vista,89227680,36,Clinica/Centro De Especialidade  ,-26.2831923,-48.8129412
9515143,9515143,420910,Joinville,Ictor Instituto De Cirurgia Toracica,Rua Blumenau,64,America,89204248,36,Clinica/Centro De Especialidade  ,-26.2996777,-48.8503353
7587562,7587562,421360,Porto União,Unidade Prisional Avancada De Porto Uniao,Rua Matos Costa,772,Centro,89400000,2,Centro De Saude/Unidade Basica  ,-26.2347911,-51.083883
7584547,7584547,421690,São Lourenço do Oeste,Ortoface Odontologia Especializada,Rua Coronel Bertaso,1476,Cruzeiro,89990000,22,Consultorio Isolado  ,-26.3587851,-52.8567068
7587236,7587236,421480,Rio do Sul,Consultorio De Psicologia Affeto,Rua Tuiuti,57,Centro,89160045,22,Consultorio Isolado  ,-27.2205639,-49.6431953
9425977,9425977,421360,Porto União,Central De Medicamentos,Joaquin Nabuco,263,Centro,89400000,43,Farmacia  ,-26.2336416,-51.082771
9432671,9432671,420460,Criciúma,Espaco Elevare,Rua Coronel Pedro Benedet,333,Centro,88801250,36,Clinica/Centro De Especialidade  ,-28.677886,-49.3687569
9431209,9431209,420530,Faxinal dos Guedes,Unidade De Saude Sisreg,Rua Santa Catarina,250,Centro,89694000,81,Central De Regulacao Do Acesso  ,-26.8548347,-52.2593615
9372911,9372911,421930,Videira,Assessormed,Rua XV de Novembro,305,Centro,89560130,22,Consultorio Isolado  ,-26.9985307,-51.1628823
9387021,9387021,420245,Bombinhas,Departamento De Vigilancia Sanitaria,Rua Baleia Jubarte,328,Jose Amandio,88215000,50,Unidade De Vigilancia Em Saude  ,-27.1521471,-48.50128089572928
9393870,9393870,421800,Tijucas,Academia Da Saude,Avenida Paineiras,055,Universitario,88200000,74,Polo Academia Da Saude  ,-27.2314421,-48.6468747
9494812,9494812,421130,Navegantes,Centro De Saude Felizmed,Avenida Conselheiro João Gaya,546,Centro,88370396,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.8953498,-48.6572831
9494316,9494316,420820,Itajaí,Laboratorio De Analises Clinicas Flor Posto De Coleta 02,Rua Sebastião Romeu Soares,375,Cordeiros,88311141,36,Clinica/Centro De Especialidade  ,-26.8837178,-48.6947539
9427201,9427201,420550,Fraiburgo,Clinica De Fisioterapia Inglo Santana De Melo,Rua Padre Biagio Simonetti,212,Centro,89580000,22,Consultorio Isolado  ,-27.0214808,-50.9243385
9409165,9409165,420820,Itajaí,Th Centro Odontologico,Avenida Coronel Marcos Konder 1207,1207,Centro,88301902,22,Consultorio Isolado  ,-26.9043928,-48.6627567
9426442,9426442,420900,Joaçaba,Clinica Pediatrica Mamae Coruja,Av Barao Do Rio Branco,245,Centro,89600000,22,Consultorio Isolado  ,-27.1737204,-51.5065214
9426515,9426515,421290,Pinhalzinho,Dr Luiz Vitorio Cichoski,Rua Sao Salvador,3006,Centro,89870000,22,Consultorio Isolado  ,-26.852586,-52.9872478
9363114,9363114,420280,Braço do Norte,Rodrigo Correa Lima,Rua Governador Jorge Lacerda,1340,Centro,88750000,22,Consultorio Isolado  ,-28.2728889,-49.1675244
9361804,9361804,420240,Blumenau,Odontocompany Blumenau,Rua 15 de Novembro,866,Centro,89010000,36,Clinica/Centro De Especialidade  ,-26.9189099917,-49.066
9356142,9356142,421360,Porto União,Odontoclinica Celli E Turella Ltda Me,Rua Expedicionário Edmundo Arrabar,1853,Santa Rosa,89400000,36,Clinica/Centro De Especialidade  ,-26.2564104,-51.0676476
9360034,9360034,420540,Florianópolis,Orbis Odontologia Integrada,Avenida Trompowsky,354,Centro,88015300,36,Clinica/Centro De Especialidade  ,-27.5879951,-48.5479077
9379282,9379282,421480,Rio do Sul,Unimed Alto Vale,Rua Prefeito Eugênio Schneider 123,123,Eugenio Schneider,89167900,36,Clinica/Centro De Especialidade  ,-27.222315,-49.6415082
9412190,9412190,421145,Nova Itaberaba,Central De Regulacao Nova Itaberaba,Rua Frei Liberato,249,Centro,89818000,81,Central De Regulacao Do Acesso  ,-26.940525,-52.8136718
9438254,9438254,420240,Blumenau,Md Diagnostka Instituto De Ultrassonografia Em Medicina,Rua Coronel Vidal Ramos,1,Jardim Blumenau,89010330,36,Clinica/Centro De Especialidade  ,-26.92645375,-49.06063020475554
7638191,7638191,420210,Barra Velha,Caps I Microrregional,Rua Edmundo Lombardi,98,Tabuleiro,88390000,70,Centro De Atencao Psicossocial  ,-26.6466328,-48.6868472
7635281,7635281,420240,Blumenau,Blusaude,Rua Amazonas,560,Garcia,89020000,36,Clinica/Centro De Especialidade  ,-26.9281609,-49.058089298843015
7618441,7618441,420230,Biguaçu,Inplac,Rua Salima Salum,195,Centro,88160142,20,Pronto Socorro Geral  ,-27.5037163,-48.650768
7628978,7628978,420230,Biguaçu,Bll Odonto,Rua Lúcio Born,12,Centro,88160126,22,Consultorio Isolado  ,-27.4960302,-48.6561877
7635265,7635265,420240,Blumenau,Bambino Pediatria,Rua Floriano Peixoto 300,275,Centro,89010906,36,Clinica/Centro De Especialidade  ,-26.9197200025,-49.0651925031
7631677,7631677,420420,Chapecó,Proteses Fernandes,Rua Marquês de Caravelas - Par,303,Jardim America,89803290,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-27.0969323,-52.6301946
7620004,7620004,420820,Itajaí,Osh Itajai Medicina E Seguranca Do Trabalho Ltda,Rua João Bauer,245,Centro,88301500,36,Clinica/Centro De Especialidade  ,-26.9111564,-48.6603307
7621892,7621892,420820,Itajaí,Carlos Fernando Philipps,Rua Lauro Muller,50,Centro,88301400,22,Consultorio Isolado  ,-26.9112538,-48.6545262
7624301,7624301,420820,Itajaí,Kds Servicos Odontologicos,Rua Doutor Nereu Ramos,79,Centro,88301215,22,Consultorio Isolado  ,-26.9099387,-48.6604205
7638345,7638345,420820,Itajaí,Gisele Kleine Neves,Rua Hercílio Luz,35,Centro,88301000,22,Consultorio Isolado  ,-26.9098257,-48.6614214
7621396,7621396,420850,Ituporanga,Associacao De Pais E Amigos Dos Excepcionais De Ituporanga,Rua Naide Guimaraes De Mello,50,Centro,88400000,36,Clinica/Centro De Especialidade  ,-27.4096219,-49.6014812
7638566,7638566,420890,Jaraguá do Sul,Antonio Luiz Eckert,Rua Guilherme Weege,50,Centro,89251610,22,Consultorio Isolado  ,-26.4886386,-49.08226187680469
7633386,7633386,420900,Joaçaba,Andre Mauricio Guerreiro,Rua Frei Edgar,138,Centro,89600000,22,Consultorio Isolado  ,-27.1760003,-51.5049335
7631200,7631200,420910,Joinville,Consultorio Odontologico Dr Paulo Yssao Abiko,Avenida Juscelino Kubitschek 410,410,Centro,89201906,22,Consultorio Isolado  ,-26.304,-48.8466023747
9496548,9496548,420910,Joinville,Clini Haus,Rua General Sampaio,180,Anita Garibaldi,89202135,22,Consultorio Isolado  ,-26.3107791,-48.850539
9498737,9498737,421540,Salto Veloso,Central Municipal De Regulacao,Travessa das Flores,58,Centro,89595000,81,Central De Regulacao Do Acesso  ,-26.9044969,-51.4078006
