COMPETENCIA,IBGE,UF,MUNICIPIO,CNES,NOME FANTASIA,RAZAO SOCIAL,CNPJ PROPRIO,CNPJ MANTENEDORA,TIPO GESTAO,LOGRADOURO,NUMERO,BAIRRO,CEP
202202,420820,SC,ITAJAI,553883,GEIZE BERNARDI ODONTOLOGIA,GEIZE BERNARDI,32710945000193.0,,M,DOUTOR REINALDO SCHMITHAUSEN,2176,CORDEIROS,88310003
202202,420240,SC,BLUMENAU,3181162,CLINICA FAORO S S,CLINICA FAORO S S,934858000123.0,,M,DR ARMANDO ODEBRECHT,70,GARCIA,89020400
202202,420240,SC,BLUMENAU,3181324,CLINICA NEMETZ S S,CLINICA NEMETZ S S,134904000100.0,,M,DR LUIZ DE FREITAS MELRO,181,JARDIM BLUMENAU,89010310
202202,420240,SC,BLUMENAU,3181030,CLINICA PEDIATRICA SAO LUCAS S S,CLINICA PEDIATRICA SAO LUCAS S S,2905973000103.0,,M,PREFEITO FREDERICO BUSCH JUNIOR,255,GARCIA,89020400
202202,420240,SC,BLUMENAU,3170551,CLINICA DA CRIANCA,CLINICA DA CRIANCA S S,3554077000100.0,,M,MARECHAL FLORIANO PEIXOTO,350,CENTRO,89010500
202202,421500,SC,RIO NEGRINHO,476064,PROLL VIDA LABORATORIO DE ANALISES CLINICAS,PROLL VIDA LABORATORIO DE ANALISES CLINICAS,37208118000110.0,,M,FRITZ KLOSTERMAN,403,ALEGRE,89295000
202202,420700,SC,ICARA,495093,VERAN ODONTOLOGIA,SAMIR MACHADO VERAN,37833672000198.0,,M,DOM JOAQUIM DOMINGOS DE OLIVEIRA,593,CENTRO,88820000
202202,420240,SC,BLUMENAU,603198,GPAP CARDIO CLINICA MEDICA,GPAP CARDIO CLINICA MEDICA LTDA,40187698000110.0,,M,ARMANDO ODEBRECHT,70,GARCIA,89020403
202202,420930,SC,LAGES,554944,NUCLEO DE NEUROAPRENDIZAGEM INTERSER DIAS SANTOS LTDA,NUCLEO DE NEUROAPRENDIZAGEM INTERSER,38498944000103.0,,M,HUMBERTO DE CAMPOS,1422,CORAL,88523140
202202,420930,SC,LAGES,2661497,UNIDADE DE SAUDE SANTA CATARINA,PREFEITURA MUNICIPAL DE LAGES,,82777301000190.0,M,RUA MAX ROGERIO AZEVEDO,600,ARAUCARIA,88512400
202202,420930,SC,LAGES,2566842,UNIDADE DE SAUDE PENHA,PREFEITURA MUNICIPAL DE LAGES,,82777301000190.0,M,RUA NOSSA SENHORA DA PENHA,398,PENHA,88525570
202202,420930,SC,LAGES,2661470,UNIDADE DE SAUDE SANTA MONICA,PREFEITURA MUNICIPAL DE LAGES,,82777301000190.0,M,RUA PALMEIRA,337,SANTA MONICA,88516320
202202,420380,SC,CANOINHAS,604682,CLINICA SLIM,BRUNA SZCZYGIEL KOHLER,,,M,FREI MENANDRO KAMPS,884,CENTRO,89460096
202202,420200,SC,BALNEARIO CAMBORIU,2335077,UBS BARRA,PREFEITURA MUNICIPAL DE BALNEARIO CAMBORIU,,83102285000107.0,M,RUA ELEUTERIO CIPRIANO PINHEIRO,155,DA BARRA,88332210
202202,420820,SC,ITAJAI,610771,BELFORT ORTOIMPLANTES,CENTRO ODONTOLOGICO BELFORT EIRELI,36281227000108.0,,M,FELIX MALBURG,213,SAO VICENTE,88309330
202202,420480,SC,CURITIBANOS,631000,CLEBERSON REMOR,CLEBERSON REMOR,,,M,RUA ALFREDO MORAES GOETEN,456,BOSQUE,89520000
202202,421000,SC,LUIZ ALVES,5655579,ELAINE APARECIDA SCHVEITZER,ODONTOCLIN,,,M,RUA PROF SIMAO HESS,571,VILA DO SALTO,89128000
202202,420820,SC,ITAJAI,555347,DROGARIA NISSEI,FARMACIA E DROGARIA NISSEI S A,79430682016045.0,,M,HERCILIO LUZ,435,CENTRO,88301001
202202,421620,SC,SAO FRANCISCO DO SUL,624535,FUCCIO ODONTOLOGIA ESPECIALIZADA,FUCCIO ODONTOLOGIA ESPECIALIZADA,41050699000181.0,,M,RUA LEONIDAS BRANCO,432,AGUA BRANCA,89240000
202202,420540,SC,FLORIANOPOLIS,647837,CECCONI NUTRICAO,CECCONI SOLUCOES EM NUTRICAO LTDA,18435756000129.0,,M,MAURO RAMOS,1970,CENTRO,88020301
202202,420540,SC,FLORIANOPOLIS,651257,VACCINE LIFE,VACCINE LIFE MEDICAMENTOS LTDA,8315946000159.0,,M,SANTOS DUMONT,182,CENTRO,88015020
202202,420540,SC,FLORIANOPOLIS,657239,FARMACIA CAMPECHE,NOELY MARIA POMPERMAIER ROTUNNO LTDA,1665591000189.0,,M,PEQUENO PRINCIPE,1697,CAMPECHE,88063170
202202,420540,SC,FLORIANOPOLIS,657727,MARIANA VIEIRA APOSTOLO,MARIANA VIEIRA APOSTOLO,,,M,RUA GEN LIBERATO BITENCOURT,1475,CANTO,88070000
202202,420940,SC,LAGUNA,2558092,ESF CABECUDAS,PREFEITURA MUNICIPAL DE LAGUNA,,82928706000182.0,M,DEOBAR DE OLIVEIRA,S/N,CABECUDAS,88790000
202202,420940,SC,LAGUNA,2336561,ESF ESPERANCA,PREFEITURA MUNICIPAL DE LAGUNA,,82928706000182.0,M,VICTOR MEIRELES,S/N,ESPERANCA,88790000
202202,420940,SC,LAGUNA,2558068,ESF PROGRESSO,PREFEITURA MUNICIPAL DE LAGUNA,,82928706000182.0,M,RUA MARECHAL CANDIDO RONDON,S/N,PROGRESSO,88790000
202202,420910,SC,JOINVILLE,2671549,DSIP ENDOCRINOLOGIA,DSIP ENDOCRINOLOGIA LTDA,2943323000144.0,,M,RUA MARIO LOBO,61,CENTRO,89201330
202202,420910,SC,JOINVILLE,2668203,MARCIO LUIZ BEREZOSKI,MARCIO LUIZ BEREZOSKI,,,M,RUA DONA FRANCISCA,651,CENTRO,89201250
202202,420910,SC,JOINVILLE,2511355,UBSF LEONARDO SCHILICKMANN,JOINVILLE SECRETARIA DA SAUDE,,79361028000104.0,M,JORGE AUGUSTO EMILIO MULLER,118,IRIRIU,89227310
202202,421650,SC,SAO JOAQUIM,434264,CLINICA TOUCH,CLINICA DE MEDICINA PREVENTIVA TOUCH LTDA,10877279000140.0,,M,BOANERGES PEREIRA DE MEDEIROS,90,CENTRO,88600000
202202,421720,SC,SAO MIGUEL DO OESTE,429031,LAREG SAO MIGUEL DO OESTE,SECRETARIA DE ESTADO DA SAUDE,,82951245000169.0,E,WALDEMAR RANGRAB,1851,SAO JORGE,89900000
202202,420890,SC,JARAGUA DO SUL,3185826,UNIDADE BASICA DE SAUDE MATHILDE SEBOLD BLUNK,PREFEITURA MUNICIPAL DE JARAGUA DO SUL,,83102459000123.0,M,RUA 1042 INGO BLUNK,S/N,ESTRADA NOVA,89255000
202202,420430,SC,CONCORDIA,2303825,PS SANTO ANTONIO,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,DISTRITO SANTO ANTONIO,S/N,CENTRO,89700990
202202,420430,SC,CONCORDIA,3352668,CLINICA SCHNEIDER,CARDIODONTO SERVICOS DE CARDIOLOGIA LTDA,6894762000165.0,,M,RUA GETULIO VARGAS,484,CENTRO,89700017
202202,420300,SC,CACADOR,457965,LEILA ANDERSSON WESTPHALEN DE GODOY,LEILA ANDERSSON WESTPHALEN DE GODOY,,,M,RUA COLOMBIA,203,REUNIDAS,89504545
202202,420830,SC,ITAPEMA,632058,CLINICA DE CIRURGIA E UROLOGIA,CLINICA DE CIRURGIA E UROLOGIA LTDA,40184008000170.0,,M,302,299,MEIA PRAIA,88220000
202202,420930,SC,LAGES,496707,JONATHAN DA SILVA CANALLI,JONATHAN DA SILVA CANALLI,,,M,RUA FREI GABRIEL,357,CENTRO,88502030
202202,420020,SC,AGROLANDIA,511749,BELIMI LTDA,BELIMI LTADA,39982550000199.0,,M,RUA LEOPOLDO PROCHNOW,120,CENTRO,88420000
202202,421820,SC,TIMBO,517186,FARMACIA SANTO ANDRE,GMO COMERCIO DE MEDICAMENTOS E PERFUMARIA LTDA,13421677000498.0,,M,AVENIDA GETULIO VARGAS,421,CENTRO,89120000
202202,420240,SC,BLUMENAU,5414466,CLINICA GERIATRICA SANTA CATARINA,CLINICA GERIATRICA SANTA CATARINA EIRELI,4425263000101.0,,M,ARMANDO ODEBRECHT,70,GARCIA,89020403
202202,421870,SC,TUBARAO,451053,VERA LUCIA DA ROSA FLORES,ESPACO CLINICO,,,M,AV MARCOLINI MARTINS CABRAL,926,CENTRO,88701901
202202,420415,SC,CELSO RAMOS,279730,CENTRAL MUNICIPAL DE REDE DE FRIO,FUNDO MUNICIPAL DE SAUDE CELSO RAMOS,,78493343000122.0,M,RUA JOSE MARTINELLI,198,CENTRO,88598000
202202,421917,SC,VARGEM BONITA,457973,CENTRAL REDE DE FRIO MUNICIPAL DE VARGEM BONITA,MUNICIPIO DE VARGEM BONITA,,95996187000131.0,M,TV LUIZ SALVADOR,1,CENTRO,89675000
202202,420210,SC,BARRA VELHA,445908,CENTRAL DE ABASTECIMENTO FARMACEUTICO,PREFEITURA MUNICIPAL DE BARRA VELHA,,83102830000157.0,M,RUA JOAO VIEIRA NUNES,S/N,SAO CRISTOVAO,88390000
202202,420540,SC,FLORIANOPOLIS,456446,INSTITUTO F BRANCO,INSTITUTO F BRANCO CIRURGIA VASCULAR E NUTRICAO LTDA,33773329000144.0,,M,DOUTOR HEITOR BLUM,310,ESTREITO,88070300
202202,420830,SC,ITAPEMA,447056,RESGATE AMBULANCIA,JHULLY KARLA MARTINS LTDA,20613237000155.0,,M,712,325,VARZEA,88220000
202202,421190,SC,PALHOCA,455148,ESPACO SAMANTA BACK PILATES TERAPIAS ASSOCIADAS,SAMANTA KAREN PRUDENCIO BACK,32269758000116.0,,M,VICENTE PAMPLONA,95,PONTE DE IMARUIM,88130405
202202,421820,SC,TIMBO,459852,RJ CONSULTORIO E ASSISTENCIA MEDICA HOSPITALAR LTDA,RJ CONSULTORIO E ASSISTENCIA MEDICA HOSPITALAR LTDA,11024875000140.0,,M,BOLIVIA,148,CENTRO,89120000
202202,421050,SC,MARAVILHA,3953785,DR MARIO GILBERTO SALDANHA DE CASTRO,MARIO GILBERTO SALDANHA DE CASTRO,,,M,AVENIDA SUL BRASIL,565,CENTRO,89874000
202202,420700,SC,ICARA,423351,INTEGRAR CENTRO DE DESENVOLVIMENTO,KAMILA DOS SANTOS SCOTTI,36518836000120.0,,M,VITORIA,1176,CENTRO,88820000
202202,420890,SC,JARAGUA DO SUL,462179,GIOVANI WALTRICK MEZZALIRA,GIOVANI WALTRICK MEZZALIRA,,,M,RUA JOAO PLANINCHECK,1990,JARAGUA ESQUERDO,89253105
202202,421970,SC,XAXIM,467154,MED CENTER XAXIM,MED CENTER LTDA,37663344000190.0,,M,RUI BARBOSA,605,CENTRO,89825000
202202,420390,SC,CAPINZAL,451916,SINATEP CURSOS,SINATEPCURSOS TREINAMENTOS E PSCOLOGIA LTDA,10401348000144.0,,M,AVENIDA JOSE LEONARDO DOS SANTOS,321,CENTRO,89665000
202202,421970,SC,XAXIM,3193136,UNIDADE DE SAUDE DA FAMILIA VILA DIADEMA,PREFEITURA MUNICIPAL DE XAXIM,,82854670000130.0,M,BR 282 KM 516,15,VILA DIADEMA,89825000
202202,420590,SC,GASPAR,3159558,FISISPORT CLINICA DE FISIOTERAPIA LTDA ME,FISISPORT CLINICA DE FISIOTERAPIA LTDA ME,2432005000119.0,,M,RUA CECILIA JOANNA SCHNEIDER KRAUSS,70,SETE DE SETEMBRO,89114880
202202,420700,SC,ICARA,3137759,REABILITARE CLINICA DE FISIOTERAPIA,JANSEN FISIOTERAPIA E ESTETICA LTDA,4813361000108.0,,M,RUA VITORIA,1176,CENTRO,88820000
202202,420890,SC,JARAGUA DO SUL,446904,INSTITUTO OFTALMOLOGICO MANZANO BUENO,CLINICA MEDICA MANZANO BUENO LTDA,35075016000148.0,,M,RUA BARAO DO RIO BRANCO,456,CENTRO,89251400
202202,420380,SC,CANOINHAS,475394,REDE DE FRIOS MUNICIPAL DE EPIDEMIOLOGIA,MUNICIPIO DE CANOINHAS,,83102384000180.0,M,EMILIO SCHOLZE,1200,CENTRO,89462262
202202,420300,SC,CACADOR,447374,ROGER RAMOS PADILHA,ROGER RAMOS PADILHA,,,M,ATILIO FAORO,527,CENTRO,89500163
202202,421430,SC,RANCHO QUEIMADO,456926,CENTRAL MUNICIPAL DE REDE DE FRIO DE RANCHO QUEIMADO,MUNICIPIO DE RANCHO QUEIMADO,,82892357000196.0,M,RUA DONA LIA,156,CENTRO,88470000
202202,420540,SC,FLORIANOPOLIS,416843,BIANCA VELLOSO OPTOMETRISTA,BIANCA QUIUMENTO VELLOSO,,,M,RUA MANOEL SEVERINO DE OLIVEIRA,653,LAGOA DA CONCEICAO,88062120
202202,420910,SC,JOINVILLE,3178080,CLINICA DR DENIS,CLINICA DE ASSISTENCIA INTEGRAL A SAUDE DA MULHER LTDA ME,2526540000139.0,,M,AVENIDA JUSCELINO KUBISTCHEK,410,CENTRO,89201270
202202,420910,SC,JOINVILLE,3172244,CLINICA SUZUKI,CLINICA SUZUKI SOCIEDADE SIMPLES LTDA,2146051000151.0,,M,BLUMENAU,314,CENTRO,89204250
202202,420910,SC,JOINVILLE,3180174,MCG SAUDE,MCG SAUDE LTDA,4243254000191.0,,M,RUA BLUMENAU,178,CENTRO,89204250
202202,420910,SC,JOINVILLE,3172198,SANI CENTRO DE FISIOTERAPIA FILIAL,SANI CENTRO DE FISIOTERAPIA LTDA,850905000231.0,,M,RUA TENENTE PAULO LOPES,218,BOA VISTA,89227690
202202,421670,SC,SAO JOSE DO CEDRO,424382,ESSENCIA TERAPIAS,CUNHA E BOTTEGA TERAPIAS LTDA,37783210000103.0,,M,RUA JORGE LACERDA,761,CENTRO,89930000
202202,421930,SC,VIDEIRA,447439,KURT KRHISTOFF WEIRICH,KURT KRHISTOFF WEIRICH,,,M,OSVALDO CRUZ,62,CENTRO,89560142
202202,420900,SC,JOACABA,440671,MARIANA CASSOL SERVICOS MEDICOS,MARIANA CASSOL,,,M,AV BARAO DO RIO BRANCO,104,CENTRO,89600000
202202,420910,SC,JOINVILLE,278572,THAIS MARCELLE MITTAG PAES CORREA,THAIS MARCELLE MITTAG PAES CORREA,,,M,PADRE ANTONIO VIEIRA,142,AMERICA,89204150
202202,421660,SC,SAO JOSE,288802,ODONTO EXCELLENCE,SAO JOSE BARREIROS ODONTOLOGIA LTDA,35267247000153.0,,M,LEOBERTO LEAL,132,BARREIROS,88110001
202202,420550,SC,FRAIBURGO,422290,FLUIR PSICOLOGIA,FLUIR CONSULTORIO DE PSICOLOGIA LTDA,39455476000152.0,,M,SAO PAULO,530,BELA VISTA,89580000
202202,420820,SC,ITAJAI,271403,VINICIUS XAVIER BORGES,VINICIUS XAVIER BORGES,,,M,RUA ALBERTO DAGNONI,443,SANTA REGINA,88317540
202202,421930,SC,VIDEIRA,264741,LAR O BOM SAMARITANO,LAR O BOM SAMARITANO,78488202000111.0,,M,JACANA,100,SAO CRISTOVAO,89562110
202202,420540,SC,FLORIANOPOLIS,3157261,LIGA CATARINENSE DE COMBATE AO CANCER,LIGA CATARINENSE DE COMBATE AO CANCER,80671068000131.0,,M,RUA BOCAIUVA,72,CENTRO,88015530
202202,420380,SC,CANOINHAS,235709,FARMASESI CANOINHAS,SERVICO SOCIAL DA INDUSTRIA,3777341007683.0,,M,FRANCISCO DE PAULA PEREIRA,507,CENTRO,89460048
202202,420910,SC,JOINVILLE,278246,BOJ FILIAL PIRABEIRABA,BANCO DE OLHOS DE JOINVILLE,83791848000375.0,,M,CARLOS HEINZ FUNK,80,PIRABEIRABA,89239205
202202,420910,SC,JOINVILLE,2623072,CCI,CENTRO DE CARDIOLOGIA INTERVENCIONISTA DE STA CATARINA LTDA,2906601000193.0,,M,RUA BLUMENAU,178,AMERICA,89204250
202202,420460,SC,CRICIUMA,153974,CLINICA MEDICA LAVRADAS EIRELI,CLINICA MEDICA LAVRADAS EIRELI,36654331000192.0,,M,RUA DEPUTADO ANTONIO GUGLIELMI SOBRINHO,15,CRUZEIRO DO SUL,88811130
202202,421420,SC,QUILOMBO,155322,CONSULTORIO SANDRA CONSTANZI,SANDRA CONSTANZI,,,M,RUA MARECHAL DEODORO,210,CENTRO,89850000
202202,421900,SC,URUSSANGA,152056,G A TOP SEGURANCA E MEDICINA DO TRABALHO,G A TOP SEGURANCA E MEDICINA DO TRABALHO,14311571000151.0,,M,AV NEREU RAMOS,210,CENTRO,88840000
202202,420845,SC,ITAPOA,147931,ODONTOCOMPANY,SCHAMPOSKI CAXILE DA CRUZ RODRIGUES ROSSETO LTDA,33654052000130.0,,M,AVENIDA JOSE DA SILVA PACHECO,1398,SAO JOSE,89249000
202202,420930,SC,LAGES,359645,FARMACIAS MELHOR PRECO,COMERCIO DE MEDICAMENTOS BRAIR LTDA,88212113017096.0,,M,JOAO COSTA,44,CENTRO,88502175
202202,420890,SC,JARAGUA DO SUL,2306115,UNIDADE BASICA DE SAUDE RENATO PRADI CAIC,PREFEITURA MUNICIPAL DE JARAGUA DO SUL,,83102459000123.0,M,RUA CARLOS TRIBESS,150,SAO LUIS,89253535
202202,420890,SC,JARAGUA DO SUL,2306255,LABORATORIO FLEMING,LABORATORIO FLEMING S S LTDA,75843771000140.0,,M,RUA GUILHERME WEEGE,202,CENTRO,89251610
202202,420890,SC,JARAGUA DO SUL,2652048,UNIDADE BASICA DE SAUDE ADILSON BASSANI,PREFEITURA MUNICIPAL DE JARAGUA DO SUL,,83102459000123.0,M,RUA 25 DE JULHO,576,VILA NOVA,89259000
202202,421620,SC,SAO FRANCISCO DO SUL,6439918,LABORATORIO MUNICIPAL ROGERIO ZATTAR,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO SUL,,83102269000106.0,M,RUA ALMIRANTE BARROSO,653,ROCIO PEQUENO,89240000
202202,420890,SC,JARAGUA DO SUL,2745178,CENTRAL DE IMUNIZACAO,PREFEITURA MUNICIPAL DE JARAGUA DO SUL,,83102459000123.0,M,RUA REINOLDO RAU,123,CENTRO,89251000
202202,420830,SC,ITAPEMA,253448,NEOPILATES VALERIA VEPPO,VALERIA VEPPO GAIER,,,M,RUA 129 E2,210,CENTRO,88220000
202202,421660,SC,SAO JOSE,272949,ORTHODONTIC,G M CLINICAS EIRELI,32893896000171.0,,M,LEDIO JOAO MARTINS,1299,KOBRASSOL I,88102001
202202,420420,SC,CHAPECO,272973,VITAL MED,VITAL MED CLINICA MEDICA LTDA,29471180000252.0,,M,PORTO ALEGRE,427,CENTRO ED LAZIO SL 4,89802130
202202,420240,SC,BLUMENAU,316687,SBA GINECOLOGIA E OBSTETRICIA,SBA GINECOLOGIA E OBSTETRICIA EIRELI,29973048000168.0,,M,BENJAMIN CONSTANT,2364,ESCOLA AGRICOLA,89031200
202202,421130,SC,NAVEGANTES,259977,CONSULTORIO RIBEIRO ODONTOLOGIA,PAULO RIBEIRO JUNIOR,,,M,RUA JOSE FRANCISCO LAURINDO,977,SAO DOMINGOS,88370573
202202,420930,SC,LAGES,296945,ANTONIO DA CRUZ MACHADO FILHO,ANTONIO DA CRUZ MACHADO FILHO,,,M,RIO BRANCO,388,SAO CRISTOVAO,88509180
202202,420230,SC,BIGUACU,398322,ORAL SIN IMPLANTES,GEREVINI E MAEDA CLINICA ODONTOLOGICA LTDA,35482412000190.0,,M,RUA PREFEITO LEOPOLDO FREIBERGUER,78,CENTRO,88160144
202202,421660,SC,SAO JOSE,256587,FONTE VITAE,FONTEVITAE FISIOTERAPIA E PELATES LTDA,35787716000165.0,,M,RUA ADHEMAR DA SILVA,917,KOBRASOL,88101091
202202,421190,SC,PALHOCA,399345,SC ODONTO,C N T ODONTOLOGIA LTDA,30486614000196.0,,M,JOSE MARIA DA LUZ,2856,CENTRO,88131000
202202,421660,SC,SAO JOSE,439916,ONDONTORELLI CLINICA DE SAUDE BUCAL,ODONTORELLI CLINICA DE SAUDE BUCAL LTDA,73867244000140.0,,M,SANTO ANTONIO,820,BARREIROS,88117351
202202,420195,SC,BALNEARIO ARROIO DO SILVA,260770,CENTRO DE TRIAGEM COVID 19,MUNICIPIO DE BALNEARIO ARROIO DO SILVA,,1605479000152.0,M,RUA GUANABARA,489,CENTRO,88914000
202202,420900,SC,JOACABA,293512,KAREN FRANCINE PIVETTA,KAREN FRANCINE PIVETTA,,,M,AV BARAO DO RIO BRANCO,104,CENTRO,89600000
202202,420820,SC,ITAJAI,376906,BETACLINIC,MVSG SERVICOS DE RADIOTERAPIA LTDA,28332338000160.0,,M,RUA DOUTOR NEREU RAMOS,167,CENTRO,88301215
202202,421580,SC,SAO BENTO DO SUL,3358240,FISIOCENTER,FISIOCENTER CLINICA DE REABILITACAO,79021416000146.0,,M,RUA WOLGAN AMON,199,CENTRO,89280169
202202,421900,SC,URUSSANGA,426296,LILIZE COSMETICOS LTDA,LILIZE COSMETICOS LTDA,8660642000129.0,,M,PC ANITA GARIBALDI,180,CENTRO,88840000
202202,421180,SC,OURO,275719,REDE DE FRIO,REDE DE FRIO,,82777228000157.0,M,RUA GOVERNADOR JORGE LACERDA,1209,CENTRO,89663000
202202,420820,SC,ITAJAI,304379,NOAH OTORRINOLARINGOLOGIA,NOAH OTORRINOLARINGOLOGIA EIRELI,37685673000132.0,,M,CORONEL MARCOS KONDER,1207,CENTRO,88301300
202202,421730,SC,SAUDADES,371637,REVITTALE ODONTOLOGIA ESTETICA,REVITTALE ODONTOLOGIA ESTETICA LTDA,30760032000237.0,,M,AVENIDA BRASIL,640,CENTRO,89868000
202202,421050,SC,MARAVILHA,427837,ODONTO MAIS,ODONTO MAIS CLINICA ODONTOLOGICA LTDA,29038756000101.0,,M,AVENIDA MARAVILHA,593,MADALOZZO,89874000
202202,420540,SC,FLORIANOPOLIS,3330141,ILHA HOSPITAL E MATERNIDADE,CLINICA JANE CIRURGIA PLASTICA LTDA,78269370000116.0,,M,RUA DEPUTADO ANTONIO EDU VIEIRA,1414,PANTANAL,88040001
202202,421930,SC,VIDEIRA,3316904,ESF CIDADE ALTA,PREFEITURA MUNICIPAL DE VIDEIRA,,83039842000184.0,M,RUA RODOLFO REINALDO SKALEE,S/N,CIDADE ALTA,89567010
202202,421930,SC,VIDEIRA,3329666,CLINICA INFANTIL DRA MAGALY VAZ DE SOUZA,SOUZA E DUARTE SC LTDA,4145458000190.0,,M,RUA CORONEL FAGUNDES,111,SANTA TEREZA,89560380
202202,420430,SC,CONCORDIA,2303965,PS TAMANDUA,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,TAMANDUA,S/N,INTERIOR,89700991
202202,420430,SC,CONCORDIA,2436736,RONY CUNHA,RONY CUNHA,,,M,RUA MARECHAL DEODORO,1000,CENTRO,89700055
202202,421750,SC,SEARA,152544,FISIOTERAPIA E SAUDE INTELIGENTE,CAMILA KAFER,30264480000169.0,,M,RUA DO COMERCIO,495,NITEROI,89770000
202202,420430,SC,CONCORDIA,2660431,HELEM SCARPIM SPAGNOL,HELEM SCARPIM SPAGNOL,,,M,RUA MARECHAL DEODORO,1000,CENTRO,89700055
202202,420430,SC,CONCORDIA,2436787,KATIA DELAI ROSSINI,KATIA DELAI ROSSINI,,,M,RUA 29 DE JULHO,150,CENTRO,89700039
202202,420430,SC,CONCORDIA,2688867,SURGAPED,SURGAPED SERVICO DE UROLOGIA GASTROENTEROLOGIA E PEDIATRIA,1678033000158.0,,M,RUA MARECHAL DEODORO,1000,CENTRO,89700174
202202,420430,SC,CONCORDIA,2660415,JULIANO GASTALDI,JULIANO GASTALDI,,,M,RUA DO COMERCIO,39,CENTRO,89700085
202202,420430,SC,CONCORDIA,2688816,PS CACHIMBO,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,CACHIMBO,03,INTERIOR,89715899
202202,420430,SC,CONCORDIA,2303590,PS TIRADENTES,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,TIRADENTES,S/N,CENTRO,89715899
202202,420430,SC,CONCORDIA,2303620,PS TERRA VERMELHA,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,TERRA VERMELHA,S/N,CENTRO,89715899
202202,420430,SC,CONCORDIA,2303655,ESF PLANALTO,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,CORONEL PASSOS MAIA,504,PLANALTO,89715899
202202,420430,SC,CONCORDIA,2303736,PS SAO PAULO,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,SAO PAULO,11,CENTRO,89715899
202202,420430,SC,CONCORDIA,2303957,POLICLINICA,MUNICIPIO DE CONCORDIA,,83024257000100.0,M,RUA DA INDEPENDENCIA,221,CENTRO,89700202
202202,420910,SC,JOINVILLE,221309,ACESSO SAUDE,CLINICA MEDICA SAO FRANCISCO DE ASSIS LTDA,29690886000124.0,,M,QUINZE DE NOVEMBRO,527,CENTRO,89201601
202202,420420,SC,CHAPECO,2539497,VALMOR BONIATTI,VALMOR BONIATTI,,,M,RUA GETULIO VARGAS,S/N,CENTRO,89801901
202202,420420,SC,CHAPECO,2626233,VANESSA TAVARONE,VANESSA B DE ALMEIDA TAVARONE,,,M,RUA BARAO DO RIO BRANCO,300,CENTRO,89802100
202202,420420,SC,CHAPECO,2625989,VENILTON CESAR VIEIRA,VENILTON CESAR VIEIRA,,,M,RUA PORTO ALEGRE,120,CENTRO,89802132
202202,420420,SC,CHAPECO,2540053,YANNE REGINA SANTIAGO PIZZOLATTI FRITZEN,YANNE REGINA SANTIAGO PIZZOLATTI FRITZEN,,,M,RUA CONDA,2455,PASSO DOS FORTES,89805640
202202,420420,SC,CHAPECO,2553589,VERA LUCIA MAINARDI,VERA LUCIA GARCIA MAINARDI,,,M,RUA MARECHAL DEODORO DA FONSECA,400,CENTRO ED EXECUTIVO,89802140
202202,420420,SC,CHAPECO,2538725,VOLNEI GARCIA ANTUNES,VOLNEI GARCIA ANTUNES,,,M,RUA PORTO ALEGRE,120,CENTRO,89802132
202202,420420,SC,CHAPECO,2553511,CLINICA MEDICA DR WALDIR E DRA KARIN LTDA,CLINICA MEDICA DR WALDIR E DRA KARIN LTDA,6369171000179.0,,M,BARAO DO RIO BRANCO,406,CENTRO,89802100
202202,420540,SC,FLORIANOPOLIS,440752,NEUROASSIST,N3BM SOLUCOES INTEGRADAS EM NEUROCIRURGIA E NEUROFISIOLOGI,35719394000117.0,,M,RIO BRANCO,404,CENTRO,88015200
202202,420910,SC,JOINVILLE,3199010,CORPUS SANUS CLINICA DE REABILITACAO FISICA E NEUROLOGICA,CORPUS SANUS CLINICA REABILITACAO FISICA E NEUROLOGICA SC LT,3979731000119.0,,M,RUA TRINTA E UM DE OUTUBRO,41,PIRABEIRABA,89239130
202202,420910,SC,JOINVILLE,3185141,SCT,SCT SERVICO DE CIRURGIA E TRAUMATOLOGIA BUCO MAXILO FACIAL S,4334111000195.0,,M,BLUMENAU,178,AMERICA,89204250
202202,420830,SC,ITAPEMA,253030,OPTO BLUE CLINICA DE OPTOMETRIA,ED CARLOS PEDROSO,,,M,AVENIDA NEREU RAMOS,400,CENTRO,88220000
202202,421820,SC,TIMBO,259322,CENTRAL DE REDE DE FRIO,CENTRAL DE ABASTECIMENTO,,83102764000115.0,M,RUA ARACAJU,60,CENTRO,89120000
202202,420240,SC,BLUMENAU,248908,WEG EQUIPAMENTOS ELETRICOS AMBULATORIO,WEG EQUIPAMENTOS ELETRICOS S A,7175725001484.0,,M,DOUTOR PEDRO ZIMMERMANN,6751,ITOUPAVA CENTRAL,89068005
202202,421420,SC,QUILOMBO,2538407,CONSULTARIO ODONTOLOGICO ABRAAO,ABRAAO RODRIGUES DE RODRIGUES,,,M,AVENIDA CORONEL BERTASO,1202,CENTRO,89850000
